Question number;Category;Subcategory;Number;Question;Option A;Option B;Option C;Correct answer;poznámky
477;Prav;riz;6060125;Řidič, který se hodlá vzdálit od vozidla tak, že nemůže v případě potřeby okamžitě zasáhnout:;Musí vypnout motor a zapalování a použít parkovací brzdu nebo zařadit rychlostní stupeň.;Musí dát výstražné znamení zapnutím výstražného světelného zařízení, vypnout motor a zapalování.;Musí učinit taková opatření, aby vozidlo nemohlo ohrozit bezpečnost provozu na pozemních komunikacích a nemohla je neoprávněně užít jiná osoba.;c;
357;Prav;neh;6060126;Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:;Je řidič porouchaného vozidla podle okolností oprávněn zastavovat jiná vozidla.;Je řidič porouchaného vozidla povinen neprodleně odstranit vozidlo z tunelu, například jeho odtlačením.;Je řidič porouchaného vozidla povinen neprodleně opravit závadu, která mu brání v alespoň nouzovém dojetí.;a;
358;Prav;neh;6060127;Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:;Řidič ani přepravovaná osoba nesmí kouřit ani zacházet s otevřeným ohněm. Nezávislé topení nepojízdného vozidla musí v tunelu být vypnuto.;Řidič ani přepravovaná osoba nesmí kouřit ani zacházet s otevřeným ohněm. Nezávislé topení nepojízdného vozidla může v tunelu zůstat zapnuto.;Řidič ani přepravovaná osoba nesmí zacházet s otevřeným ohněm, kouřit mohou pouze na místech k tomu určených. Nezávislé topení nepojízdného vozidla může v tunelu zůstat zapnuto.;a;
359;Prav;neh;6060128;Při jízdě v tunelu došlo k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným. Řidič porouchaného vozidla je:;Oprávněn podle okolností zastavovat jiná vozidla.;Povinen zapnout výstražné světelné zařízení a neprodleně opustit tunel.;Povinen neprodleně odstranit závadu, která mu brání v další jízdě, nebo nepojízdné vozidlo z tunelu odstranit.;a;
360;Prav;neh;6060129;V tunelu došlo k poruše motorového vozidla, které se stalo nepojízdným. Jako řidič takového vozidla nesmíte:;Kouřit ani zacházet s otevřeným ohněm.;"Kouřit; zacházet s otevřeným ohněm v tunelu smíte, pokud je to nezbytné k odstranění závady vozidla.";"Zacházet s otevřeným ohněm; kouřit v tunelu smíte jen na místech označených jako únikové východy.";a;
223;Def;poj;6060130;Obytná zóna je:;"Každé sídliště s nejméně 500 obyvatel, jehož začátek je označen dopravní značkou ""Sídliště"" a konec je označen dopravní značkou ""Konec sídliště"".";"Obec s minimálně 50 trvale žijícími obyvateli, jejíž začátek je označen dopravní značkou ""Obec"" a konec je označen dopravní značkou ""Konec obce"".";"Zastavěná oblast, jejíž začátek je označen dopravní značkou ""Obytná zóna"" a konec je označen dopravní značkou ""Konec obytné zóny"".";c;
478;Prav;riz;6060133;Přednost při čerpání pohonných hmot mají:;Řidiči vozidel s právem přednostní jízdy.;Řidiči vozidel hromadné dopravy osob (např. autobusů).;Řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze.;a;
479;Prav;riz;6060134;Při vlečení motorového vozidla se smí jet rychlostí:;Nejvýše 90 km/h.;Nejvýše 60 km/h.;Nejvýše 70 km/h.;b;
361;Prav;neh;6060136;Ten, kdo způsobil překážku provozu na pozemních komunikacích:;Oznámí to neprodleně vlastníkovi pozemní komunikace, který překážku na vlastní náklady odstraní.;Oznámí to neprodleně policii, která zajistí její označení.;"Musí ji neprodleně odstranit; neučiní-li tak, odstraní ji na jeho náklady vlastník pozemní komunikace.";c;
428;Prav;pra;6060137;Při zastavení vozidla před železničním přejezdem:;Musí řidič motorového vozidla zařadit rychlostní stupeň nebo použít parkovací brzdu.;Musí řidič motorového vozidla okamžitě vypnout motor.;Nesmí řidič užít ani potkávací světla, pokud by jimi mohl oslnit řidiče v protisměru.;c;
429;Prav;pra;6060138;Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle, musí řidiči ostatních vozidel podle okolností:;Snížit rychlost jízdy a popřípadě i zastavit vozidlo.;Opatrně otočit vozidlo a jet jinou trasou.;Urychleně opustit místo, kde toto vozidlo stojí.;a;
430;Prav;pra;6060150;Nesvítí-li přerušované bílé světlo signálu přejezdového zabezpečovacího zařízení, smí řidič ve vzdálenosti 50 m před železničním přejezdem a při jeho přejíždění jet rychlostí:;Nejvýše 30 km/h.;Nejvýše 50 km/h.;Nejméně 30 km/h.;a;
480;Prav;riz;6060151;V prostoru čerpací stanice pohonných hmot je zakázáno:;Opravovat motor vozidla.;Opravovat elektrická zařízení na vozidle.;Opravovat jakoukoli součást vozidla.;a;
481;Prav;riz;6060152;V prostoru čerpací stanice pohonných hmot je zakázáno:;Seřizovat motor vozidla.;Zdržovat se déle, než je nezbytně nutné.;Opravovat vozidlo.;a;
518;Prav;sme;6060153;Při čerpání pohonných hmot mají přednost:;"Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.";"Řidiči vozidel s právem přednostní jízdy; k upozornění ostatních řidičů však musejí použít zvláštních výstražných znamení.";Řidiči vozidel hromadné dopravy osob, např. autobusů, a řidiči nákladních vozidel.;a;
77;Bez;rid;6060154;Když zvýšíte rychlost jízdy na dvojnásobek (např. z 50 km/h na 100 km/h), prodlouží se tím brzdná dráha Vašeho vozidla na suché vozovce:;Přibližně na dvojnásobek délky původní brzdné dráhy.;Přibližně na trojnásobek délky původní brzdné dráhy.;Přibližně na čtyřnásobek délky původní brzdné dráhy.;c;
962;Znak;upr;6060155;Jaký je vztah mezi světelnými signály a svislými dopravními značkami upravujícími přednost?;Světelné signály jsou nadřazeny svislým dopravním značkám upravujícím přednost.;Svislé dopravní značky upravující přednost jsou nadřazeny světelným signálům.;Světelné signály jsou postaveny na roveň svislým dopravním značkám upravujícím přednost.;a;
431;Prav;pra;6060156;V obytné zóně řidič smí jet rychlostí:;Nejvýše 20 km.h-1.;Nejvýše 40 km.h-1.;Nejvýše 30 km.h-1.;a;
786;Voz;nak;6060157;Při přepravě sypkých substrátů, například písku, musí být:;Náklad zajištěn tak, aby nedocházelo k jeho samovolnému odlétávání, například plachtou.;Vozidlo viditelně označeno zvláštním označením vozidla přepravujícího sypké substráty.;Vozidlo vybaveno zvláštním výstražným světlem oranžové barvy, které musí být při jízdě zapnuté.;a;
5;Bez;ost;6060159;Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při nastupování do autobusu, trolejbusu či tramvaje mimo zastávku vstoupily do vozovky:;Musí řidič na nezbytně nutnou dobu zastavit ostatní projíždějící vozidla.;Je dopravce oprávněn zastavovat ostatní vozidla.;Je každý z cestujících starší 18 let oprávněn zastavovat ostatní vozidla.;b;
432;Prav;pra;6060172;V obytné a pěší zóně je stání dovoleno:;Jen na místech označených jako parkoviště.;"Kdekoliv, s výjimkou míst označených dopravní značkou ""Zákaz zastavení"" nebo ""Zákaz stání"".";Jen na krajnici nebo na chodníku, i když tato místa nejsou označena jako parkoviště.;a;
935;Znak;sem;6060173;"Při řízení provozu na křižovatce signál se současně svítícím červeným a žlutým světlem ""Pozor!"" znamená pro řidiče povinnost:";Zastavit vozidlo.;Dbát při průjezdu křižovatkou zvýšené opatrnosti.;Připravit se k jízdě.;c;
482;Prav;riz;6060174;V prostoru čerpací stanice pohonných hmot:;Je řidiči zakázáno se vzdalovat od vozidla.;Musí ve vozidle vždy zůstat alespoň jedna osoba starší 18 let.;Je řidiči i přepravované osobě zakázáno kouřit.;c;
483;Prav;riz;6060175;Před čerpáním pohonných hmot musí řidič:;"Zastavit motor a vypnout zapalování; to neplatí pro řidiče vozidel se vznětovým motorem.";Vždy vozidlo zajistit proti pohybu zabrzděním a zařazením rychlostního stupně.;Zastavit motor a vypnout zapalování.;c;
936;Znak;sem;6060176;Světelné signály:;Jsou nadřazeny všem dopravním značkám.;Jsou nadřazeny pokynům příslušníků nebo orgánů vojenské pořádkové služby.;Jsou nadřazeny svislým dopravním značkám upravujícím přednost.;c;
787;Voz;nak;6060177;Při přepravě živých zvířat:;Nesmí být ohrožena bezpečnost řidiče, přepravovaných osob ani zvířat a ani bezpečnost provozu na pozemních komunikacích.;Musí být u vozidel i za nesnížené viditelnosti rozsvícena jen potkávací světla.;Musí být vozidlo vybaveno zvláštními výstražnými světly oranžové barvy.;a;
362;Prav;neh;6060178;Účastníci dopravní nehody jsou povinni:;Neprodleně odstranit vozidla poškozená při nehodě na místo ležící mimo silnici.;Učinit vhodná opatření, aby nebyla ohrožena bezpečnost provozu na pozemních komunikacích v místě dopravní nehody, a vyžadují-li to okolnosti, jsou oprávněni zastavovat jiná vozidla.;Neprodleně zastavit ostatní vozidla až do doby, než se na místo nehody dostaví příslušník policie.;b;
788;Voz;nak;6060179;Při přepravě nákladu:;Smí být užitečná hmotnost vozidla překročena nejvýše o 10%.;Smí být užitečná hmotnost vozidla překročena nejvýše o 20%.;Nesmí být překročena maximální přípustná hmotnost vozidla a maximální přípustná hmotnost na nápravu vozidla.;c;
484;Prav;riz;6060180;V provozu na pozemních komunikacích je zakázáno:;Troubit.;Neoprávněně užívat zvláštních výstražných světel a zvláštního zvukového výstražného znamení, které užívá vozidlo s právem přednostní jízdy.;Svítit za nesnížené viditelnosti.;b;
392;Prav;pol;6060181;Z jedoucího vozidla dává policista ve stejnokroji znamení k zastavení vozidla:;Zapínáním potkávacích nebo dálkových světel.;Zvukovým výstražným znamením a zapnutím zařízení umožňujícího výstražnou funkci směrových světel.;"Kýváním paže nahoru a dolů nebo vysunutým zastavovacím terčem, popřípadě rozsvícením nápisu ""STOP"".";c;
519;Prav;sme;6060182;Vozidlům s právem přednostní jízdy a vozidlům jimi doprovázeným musí řidiči ostatních vozidel:;Umožnit bezpečné předjetí, nejsou však povinni jim umožnit bezpečný a plynulý průjezd.;Umožnit bezpečný a plynulý průjezd, a jestliže je to nutné i zastavit vozidlo na takovém místě, aby jim nepřekážela.;Umožnit bezpečný a plynulý průjezd okamžitým zastavením vozidla.;b;
520;Prav;sme;6060183;Vozidla vjíždějící na pozemní komunikaci:;Musí být předem očištěna, aby neznečišťovala pozemní komunikaci.;Nemusí být předem očištěna, pokud pozemní komunikaci pouze přejíždějí.;Musí předem dávat světelné výstražné znamení.;a;
521;Prav;sme;6060184;Řidiči protijedoucích vozidel se vyhýbají:;Vpravo, včas a v dostatečné míře.;Zásadně vlevo.;Tak, aby zachovali boční odstup alespoň 2 m.;a;
522;Prav;sme;6060185;Při couvání řidič nesmí:;Kouřit.;Ohrozit ostatní účastníky provozu na pozemní komunikaci.;Omezit ostatní účastníky silničního provozu.;b;
852;Voz;sve;6060188;Motorové vozidlo musí mít za jízdy:;Zavřena boční okna.;Vždy rozsvícena všechna světla.;Rozsvícena obrysová světla a potkávací světla nebo světla pro denní svícení, pokud je jimi vybaveno podle zvláštního právního předpisu.;c;
523;Prav;sme;6060189;Při vjíždění na kruhový objezd a jízdě po kruhovém objezdu:;Řidič dává vždy znamení o změně směru jízdy.;Řidič nedává znamení o změně směru jízdy, nepřejíždí-li z jednoho jízdního pruhu do druhého.;Řidič nedává znamení o změně směru jízdy ani při přejíždění z pruhu do pruhu.;b;
853;Voz;sve;6060190;Vozidlo musí mít za jízdy při snížené viditelnosti:;Rozsvícena jen dálková světla.;Rozsvícena jen tlumená světla.;Rozsvícena obrysová a potkávací světla nebo dálková světla, pokud je jimi vybaveno podle zvláštního právního předpisu.;c;
922;Znak;pok;6060191;Svislé stálé dopravní značky jsou nadřazeny:;Pokynům policisty.;Vodorovným dopravním značkám.;Světelným signálům.;b;
78;Bez;rid;6060192;Řidič nesmí kouřit:;Jen při jízdě na jízdním kole.;Při řízení nákladního automobilu.;Při jízdě na motocyklu, na mopedu a na jízdním kole.;c;
79;Bez;rid;6060193;Řidič nesmí požít alkoholický nápoj:;Bezprostředně po skončení jízdy.;Ještě hodinu po skončení jízdy.;Během jízdy.;c;
854;Voz;sve;6060194;Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle:;Musí řidiči ostatních vozidel podle okolností snížit rychlost jízdy a popřípadě i zastavit vozidlo.;Musí řidiči ostatních vozidel vždy zastavit vozidlo.;Musí ostatní řidiči zastavit vozidlo na krajnici.;a;
80;Bez;rid;6060195;Řidič nesmí při jízdě vozidlem:;Mít nasazeny ochranné brýle.;Prudce zrychlovat.;Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.;c;
81;Bez;rid;6060196;Řidič nesmí při jízdě vozidlem:;Telefonovat ani komunikovat prostřednictvím jiného hovorového zařízení.;Telefonovat jen při jízdě v obci.;Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.;c;
433;Prav;pra;6060197;Při zařazování z připojovacího pruhu do průběžného pruhu:;Řidič nesmí omezit řidiče vozidla jedoucího v průběžném pruhu.;Řidič nesmí ohrozit řidiče jedoucí v průběžném pruhu.;Musí řidič jedoucí v připojovacím pruhu dosáhnout stejné rychlosti jako ostatní řidiči.;b;
393;Prav;pol;6060198;Znamení k zastavení vozidla dává policista ve stejnokroji:;Píšťalkou.;Vztyčenou paží nebo zastavovacím terčem a za snížené viditelnosti červeným světlem, kterým pohybuje v horním půlkruhu.;Kýváním směrovkou nahoru a dolů.;b;
580;Prav;sta;6060199;Na dálnici a na silnici pro motorová vozidla je zastavení a stání dovoleno:;Jen na místech označených jako parkoviště.;Jen na krajnici nebo na středním dělícím pásu.;Kdekoliv, pokud tím nejsou ohroženi ani omezeni řidiči ostatních vozidel jedoucích po dálnici nebo silnici pro motorová vozidla.;a;
